tree_id,common_name,genus,dbh_cm,useful_life_years,useful_life_label,age_description,located_in,precinct,lat,lon,shade_score,suburb_id
1070378,Tulip Tree,Liriodendron,20.0,50,> 41 years,Mature,Street,South Yarra,-37.83256738,144.986879,0.0008,297979799
1070382,Tulip Tree,Liriodendron,21.0,50,> 41 years,Mature,Street,South Yarra,-37.83166873,144.9870586,0.0008,297979799
1796650,Cook pine,Araucaria,28.0,30,21 - 30 years,Semi-mature,Park,Carlton,-37.80222191,144.9628525,0.0011,297979799
1457913,Yellow Box,Eucalyptus,25.0,50,> 41 years,Mature,Park,Kensington,-37.79753724,144.9235189,0.001,297979799
1457915,Yellow Box,Eucalyptus,22.0,50,> 41 years,Mature,Park,Kensington,-37.79753979,144.9234592,0.0008,297979799
1457917,Flame Tree,Brachychiton,11.0,50,> 41 years,Mature,Park,Kensington,-37.79743737,144.9235797,0.0004,297979799
1457918,Brittle Gum,Eucalyptus,24.0,50,> 41 years,Mature,Park,Kensington,-37.79747994,144.9234421,0.0009,297979799
1457929,Yellow Box,Eucalyptus,80.0,50,> 41 years,Mature,Park,Kensington,-37.79728161,144.9228843,0.0031,297979799
1457931,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Kensington,-37.79731543,144.9227939,0.0008,297979799
1457935,Black She Oak,Allocasuarina,80.0,30,21 - 30 years,Mature,Park,Kensington,-37.7972436,144.9226343,0.0031,297979799
1457939,Drooping sheoak,Allocasuarina,12.0,20,11 - 20 years,Mature,Park,Kensington,-37.79723586,144.9225891,0.0005,297979799
1457940,Drooping sheoak,Allocasuarina,80.0,40,31 - 40 years,Mature,Park,Kensington,-37.79729374,144.9224938,0.0031,297979799
1457944,Ironbark,Eucalyptus,14.0,40,31 - 40 years,Mature,Park,Kensington,-37.79727349,144.9232617,0.0005,297979799
1457951,Lemon,Citrus,20.0,50,> 41 years,Mature,Park,Kensington,-37.79730542,144.9238764,0.0008,297979799
1457953,Key lime,Citrus,20.0,50,,Mature,Park,Kensington,-37.7973059,144.9238167,0.0008,297979799
1457957,Pin Oak,Quercus,30.0,40,31 - 40 years,Mature,Park,Kensington,-37.79511083,144.9307154,0.0012,297979799
1457968,Smooth-barked apple,Angophora,25.0,20,11 - 20 years,Mature,Street,West Melbourne,-37.80625017,144.9538865,0.001,297979799
1457976,Pin Oak,Quercus,30.0,40,31 - 40 years,Mature,Street,West Melbourne,-37.80694936,144.9539117,0.0012,297979799
1457977,Pin Oak,Quercus,30.0,50,,Mature,Street,West Melbourne,-37.80756352,144.9531763,0.0012,297979799
1458008,Holm Oak,Quercus,10.0,40,31 - 40 years,Mature,Park,South Yarra,-37.8393968,144.978299,0.0004,297979799
1458021,Stone Pine,Pinus,10.0,50,,Mature,Park,South Yarra,-37.84208193,144.9799572,0.0004,297979799
1458023,Stone Pine,Pinus,10.0,50,,Mature,Park,South Yarra,-37.84214231,144.9800525,0.0004,297979799
1458025,Queensland kauri pine,Agathis,30.0,50,,Mature,Park,South Yarra,-37.84194272,144.9801671,0.0012,297979799
1458026,English Oak,Quercus,20.0,30,21 - 30 years,Mature,Park,South Yarra,-37.84480402,144.9840818,0.0008,297979799
1458030,Scarlet Oak,Quercus,20.0,50,> 41 years,Mature,Park,South Yarra,-37.83840485,144.981594,0.0008,297979799
1458033,Tulip Tree,Liriodendron,15.0,50,,Mature,Street,South Yarra,-37.83686681,144.983879,0.0006,297979799
1458034,Luscious Water Gum,Tristaniopsis,50.0,50,> 41 years,Mature,Street,Southbank,-37.82706687,144.9689409,0.0019,297979799
1458037,Kanooka,Tristaniopsis,50.0,50,> 41 years,Mature,Street,Southbank,-37.82910871,144.9688858,0.0019,297979799
1458038,Kanooka,Tristaniopsis,50.0,50,> 41 years,Mature,Street,Southbank,-37.82888871,144.9687773,0.0019,297979799
1458044,Hoop Pine,Araucaria,18.0,40,31 - 40 years,Mature,Park,Carlton,-37.80131201,144.9735412,0.0007,297979799
1440962,Ironbark,Eucalyptus,20.0,40,31 - 40 years,Mature,Park,Parkville,-37.78604685,144.9446104,0.0008,297979799
1440968,Ironbark,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78615584,144.9447062,0.0008,297979799
1440969,Ironbark,Eucalyptus,20.0,40,31 - 40 years,Mature,Park,Parkville,-37.7861382,144.9447385,0.0008,297979799
1440971,Ironbark,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78613963,144.9448926,0.0008,297979799
1440978,Ironbark,Eucalyptus,20.0,30,21 - 30 years,Mature,Park,Parkville,-37.78584485,144.9455086,0.0008,297979799
1440985,Yellow Box,Eucalyptus,20.0,30,21 - 30 years,Mature,Park,Parkville,-37.78910473,144.9472313,0.0008,297979799
1440991,River red gum,Eucalyptus,20.0,30,21 - 30 years,Mature,Park,Parkville,-37.78902558,144.9474629,0.0008,297979799
1440993,Yellow Box,Eucalyptus,20.0,30,21 - 30 years,Mature,Park,Parkville,-37.78899235,144.9474934,0.0008,297979799
1440995,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78897915,144.9475667,0.0008,297979799
1441004,River red gum,Eucalyptus,20.0,50,,Mature,Street,Parkville,-37.78905576,144.9479501,0.0008,297979799
1441005,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78905227,144.9481531,0.0008,297979799
1441006,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78899598,144.9481391,0.0008,297979799
1441011,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78898568,144.9483395,0.0008,297979799
1441014,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78891861,144.9484457,0.0008,297979799
1441015,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78887749,144.9484595,0.0008,297979799
1441030,River red gum,Eucalyptus,50.0,50,> 41 years,Mature,Park,Parkville,-37.78977386,144.9570146,0.0019,297979799
1441031,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78969559,144.957037,0.0005,297979799
1441033,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78958506,144.9569738,0.0005,297979799
1441035,River red gum,Eucalyptus,12.0,40,31 - 40 years,Mature,Park,Parkville,-37.78950436,144.9570482,0.0005,297979799
1441041,River red gum,Eucalyptus,12.0,30,21 - 30 years,Mature,Park,Parkville,-37.78910604,144.9567522,0.0005,297979799
1441048,Yellow Box,Eucalyptus,50.0,20,11 - 20 years,Mature,Park,Parkville,-37.78846155,144.9552506,0.0019,297979799
1441049,River red gum,Eucalyptus,10.0,30,21 - 30 years,Mature,Park,Parkville,-37.78831795,144.9553131,0.0004,297979799
1441050,Yellow Box,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78833596,144.9552738,0.0004,297979799
1441056,Yellow Box,Eucalyptus,50.0,50,> 41 years,Mature,Park,Parkville,-37.78844256,144.9550272,0.0019,297979799
1441057,River red gum,Eucalyptus,50.0,30,21 - 30 years,Mature,Park,Parkville,-37.78835036,144.9548707,0.0019,297979799
1441059,Yellow Box,Eucalyptus,50.0,40,31 - 40 years,Mature,Park,Parkville,-37.78830512,144.9546672,0.0019,297979799
1069535,London Plane,Platanus,45.0,30,21 - 30 years,Mature,Street,West Melbourne,-37.80797627,144.9443516,0.0017,297979799
1457806,Stone Pine,Pinus,40.0,50,> 41 years,Mature,Park,Melbourne,-37.83357593,144.9811573,0.0015,297979799
1457807,Araucaria,Araucaria,20.0,50,> 41 years,Mature,Park,Melbourne,-37.8336068,144.9810212,0.0008,297979799
1457808,Australian teak,Flindersia,20.0,50,> 41 years,Mature,Park,Melbourne,-37.8335253,144.9809622,0.0008,297979799
1457815,Queensland kauri pine,Agathis,20.0,50,> 41 years,Mature,Park,Melbourne,-37.8328615,144.9763771,0.0008,297979799
1457833,Camphor Laurel,Cinnamomum,25.0,50,,Mature,Park,Melbourne,-37.82719246,144.9733965,0.001,297979799
1457834,Spotted Gum,Corymbia,30.0,40,31 - 40 years,Mature,Park,Melbourne,-37.82792514,144.9741615,0.0012,297979799
1457838,Bunya pine,Araucaria,28.0,50,> 41 years,Mature,Park,Melbourne,-37.82666644,144.9739763,0.0011,297979799
1457846,Aleppo Pine,Pinus,50.0,50,,Mature,Park,Melbourne,-37.82401914,144.9720932,0.0019,297979799
1457870,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.79712349,144.9571282,0.001,297979799
1457871,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.79711061,144.9570325,0.001,297979799
1457875,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.7970552,144.9565538,0.001,297979799
1457884,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.79689882,144.9552669,0.001,297979799
1457897,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.79196001,144.9559699,0.0008,297979799
1457903,Chinaberry Tree,Melia,27.0,50,> 41 years,Mature,Street,Parkville,-37.78778016,144.9584863,0.001,297979799
1457909,HillŸ??s Weeping Fig,Ficus,24.0,30,21 - 30 years,Mature,Street,Docklands,-37.81418642,144.9398058,0.0009,297979799
1285921,London Plane,Platanus,35.0,20,11 - 20 years,Mature,Street,Melbourne,-37.81582295,144.9735905,0.0013,297979799
1069046,Red Oak,Quercus,30.0,50,,Mature,Street,Carlton,-37.80143286,144.9698266,0.0012,297979799
1069051,Red Oak,Quercus,70.0,30,21 - 30 years,Mature,Street,Carlton,-37.80049624,144.9699912,0.0027,297979799
1069054,Red Oak,Quercus,60.0,40,31 - 40 years,Mature,Street,Carlton,-37.79988687,144.9700914,0.0023,297979799
1069070,Red Oak,Quercus,30.0,50,> 41 years,Mature,Street,Carlton,-37.79547602,144.970845,0.0012,297979799
1069073,Red Oak,Quercus,30.0,50,> 41 years,Mature,Street,Carlton,-37.79518863,144.970896,0.0012,297979799
1069085,English Elm,Ulmus,13.0,30,21 - 30 years,Mature,Street,Carlton,-37.79871827,144.9644129,0.0005,297979799
1069108,English Elm,Ulmus,12.0,40,31 - 40 years,Mature,Street,Parkville,-37.79835857,144.9641916,0.0005,297979799
1069111,English Elm,Ulmus,14.0,40,31 - 40 years,Mature,Street,Parkville,-37.79807939,144.9642307,0.0005,297979799
1069115,Smooth-barked apple,Angophora,30.0,30,21 - 30 years,Mature,Street,North Melbourne,-37.80543638,144.9580801,0.0012,297979799
1069118,Smooth-barked apple,Angophora,25.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.80467501,144.957725,0.001,297979799
1069135,Weeping Myrtle,Syzygium,90.0,50,> 41 years,Mature,Park,Southbank,-37.82101224,144.9643484,0.0035,297979799
1069136,Weeping Myrtle,Syzygium,90.0,50,> 41 years,Mature,Park,Southbank,-37.8209775,144.9643269,0.0035,297979799
1069139,River red gum,Eucalyptus,10.0,30,21 - 30 years,Mature,Park,Southbank,-37.82110756,144.964217,0.0004,297979799
1069146,London Plane,Platanus,23.0,40,31 - 40 years,Mature,Street,Southbank,-37.82347685,144.9631918,0.0009,297979799
1069148,London Plane,Platanus,24.0,40,31 - 40 years,Mature,Street,Southbank,-37.8236235,144.963004,0.0009,297979799
1069151,London Plane,Platanus,34.0,50,> 41 years,Mature,Street,Southbank,-37.82539342,144.960561,0.0013,297979799
1069167,Flame Tree,Brachychiton,12.0,50,> 41 years,Mature,Park,Southbank,-37.83003632,144.9651503,0.0005,297979799
1069175,Spotted Gum,Corymbia,20.0,50,> 41 years,Mature,Park,Southbank,-37.82949997,144.9644123,0.0008,297979799
1749078,Sydney Blue Gum,Eucalyptus,20.0,50,> 41 years,Semi-mature,Park,Melbourne,-37.82145654,144.9577273,0.0008,297979799
1605611,Chinese Elm,Ulmus,40.0,40,31 - 40 years,Semi-mature,Street,Kensington,-37.79050158,144.9263916,0.0015,297979799
1605918,Lemon Scented Gum,Corymbia,30.0,50,,Semi-mature,Street,Melbourne,-37.81654672,144.9709444,0.0012,297979799
1605920,Lemon Scented Gum,Corymbia,30.0,50,,Semi-mature,Street,Melbourne,-37.81665929,144.97056,0.0012,297979799
1439319,River red gum,Eucalyptus,30.0,50,> 41 years,Mature,Park,West Melbourne,-37.80216969,144.9192063,0.0012,297979799
1439370,Ironbark,Eucalyptus,20.0,50,,Mature,Park,West Melbourne,-37.80682269,144.9516759,0.0008,297979799
1439379,Japanese Zelkova,Zelkova,20.0,40,31 - 40 years,Mature,Park,West Melbourne,-37.80723519,144.9518114,0.0008,297979799
1439392,Kanooka,Tristaniopsis,60.0,20,11 - 20 years,Mature,Street,North Melbourne,-37.7937062,144.9441514,0.0023,297979799
1439395,Chinaberry Tree,Melia,30.0,30,21 - 30 years,Mature,Street,North Melbourne,-37.79523643,144.9364808,0.0012,297979799
1439407,River red gum,Eucalyptus,11.0,50,> 41 years,Mature,Park,Kensington,-37.79838062,144.9240227,0.0004,297979799
1439409,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Kensington,-37.79823254,144.9240247,0.0005,297979799
1439411,River red gum,Eucalyptus,40.0,50,> 41 years,Mature,Park,Kensington,-37.79809097,144.9237526,0.0015,297979799
1439412,Yellow Box,Eucalyptus,12.0,50,> 41 years,Mature,Park,Kensington,-37.7980834,144.9238907,0.0005,297979799
1439415,River red gum,Eucalyptus,60.0,30,21 - 30 years,Mature,Park,Kensington,-37.79804966,144.9237299,0.0023,297979799
1439417,River red gum,Eucalyptus,30.0,30,21 - 30 years,Mature,Park,Kensington,-37.79803283,144.9236695,0.0012,297979799
1439418,River red gum,Eucalyptus,23.0,50,> 41 years,Mature,Park,Kensington,-37.79796877,144.9236441,0.0009,297979799
1439491,London Plane,Platanus,30.0,50,> 41 years,Mature,Street,West Melbourne,-37.80366955,144.9316845,0.0012,297979799
1919672,Cabbage Tree Palm,Livistona,30.0,50,> 41 years,Unestablished,Street,Melbourne,-37.81041436,144.9699087,0.0012,297979799
1749009,Tuckeroo,Cupaniopsis,10.0,40,31 - 40 years,Semi-mature,Park,Docklands,-37.8239484,144.9432694,0.0004,297979799
1749123,English Elm,Ulmus,50.0,50,> 41 years,Semi-mature,Street,Parkville,-37.791197,144.9446022,0.0019,297979799
1749127,English Elm,Ulmus,50.0,50,> 41 years,Semi-mature,Street,Parkville,-37.79537217,144.9498484,0.0019,297979799
1749161,Hedge Maple,Acer,14.0,20,11 - 20 years,Semi-mature,Park,Kensington,-37.79362829,144.9200975,0.0005,297979799
1644590,Spotted Gum,Corymbia,30.0,30,21 - 30 years,Semi-mature,Park,Kensington,-37.79854908,144.9215899,0.0012,297979799
1519879,Holm Oak,Quercus,30.0,40,31 - 40 years,Mature,Park,Melbourne,-37.83119889,144.9722398,0.0012,297979799
1286650,Large-fruited Yellow or Blue Gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Port Melbourne,-37.82321278,144.909544,0.0008,297979799
1068160,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77886253,144.9444646,0.0008,297979799
1068171,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77898798,144.9465495,0.0008,297979799
1068173,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77905811,144.9471004,0.0008,297979799
1068174,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77913307,144.9467026,0.0008,297979799
1068179,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77926515,144.9477134,0.0008,297979799
1068201,Yellow Gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78140571,144.9527533,0.0008,297979799
1068209,Yellow Gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78133651,144.9522887,0.0008,297979799
1068213,Ironbark,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78137314,144.9521575,0.0008,297979799
1068227,Yellow Gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.7875647,144.9508423,0.0008,297979799
1068229,Yellow Gum,Eucalyptus,15.0,50,> 41 years,Mature,Park,Parkville,-37.78753501,144.9512134,0.0006,297979799
1068230,Drooping sheoak,Allocasuarina,15.0,50,> 41 years,Mature,Park,Parkville,-37.78759076,144.9508959,0.0006,297979799
1068231,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Mature,Park,Parkville,-37.787559,144.9511212,0.0008,297979799
1068242,Ironbark,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78829326,144.9513522,0.0005,297979799
1068244,Black Wattle,Acacia,12.0,50,> 41 years,Mature,Park,Parkville,-37.78831881,144.9513836,0.0005,297979799
1068247,River red gum,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78821828,144.9516664,0.0004,297979799
1068253,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78823381,144.9519285,0.0005,297979799
1068257,Ironbark,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78827541,144.9519957,0.0005,297979799
1068260,River red gum,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78835901,144.9520906,0.0004,297979799
1068261,Drooping sheoak,Allocasuarina,60.0,50,> 41 years,Mature,Park,Parkville,-37.78834379,144.952134,0.0023,297979799
1068274,River red gum,Eucalyptus,13.0,50,> 41 years,Mature,Park,Parkville,-37.78861503,144.9520704,0.0005,297979799
1068276,Ironbark,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.7887134,144.952135,0.0004,297979799
1068282,Yellow Box,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78892094,144.952507,0.0004,297979799
1068284,Yellow Box,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78894668,144.9525613,0.0004,297979799
1068289,Ironbark,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78859502,144.9538647,0.0005,297979799
1068294,Drooping sheoak,Allocasuarina,13.0,50,> 41 years,Mature,Park,Parkville,-37.78864522,144.9538807,0.0005,297979799
1068298,Yellow Box,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78871921,144.9539137,0.0005,297979799
1068299,Yellow Box,Eucalyptus,10.0,50,> 41 years,Mature,Park,Parkville,-37.78874344,144.9538412,0.0004,297979799
1068302,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Mature,Park,Parkville,-37.78891108,144.9541811,0.0008,297979799
1068304,River Sheoak,Casuarina,20.0,50,> 41 years,Mature,Park,Parkville,-37.78890634,144.9543328,0.0008,297979799
1068306,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Mature,Park,Parkville,-37.78887843,144.9544991,0.0008,297979799
1068307,Ironbark,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78883943,144.9545383,0.0008,297979799
1068311,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78877987,144.9541994,0.0005,297979799
1068315,River red gum,Eucalyptus,12.0,50,> 41 years,Mature,Park,Parkville,-37.78864833,144.9543544,0.0005,297979799
1068317,River Sheoak,Casuarina,13.0,50,> 41 years,Mature,Park,Parkville,-37.78865028,144.9542669,0.0005,297979799
1070924,Yellow Box,Eucalyptus,13.0,50,> 41 years,Mature,Park,Parkville,-37.7886823,144.9545757,0.0005,297979799
1843188,River red gum,Eucalyptus,20.0,50,,Unestablished,Park,Carlton North,-37.78090684,144.9602231,0.0008,297979799
1749113,English Elm,Ulmus,50.0,30,21 - 30 years,Semi-mature,Street,North Melbourne,-37.80060405,144.9560498,0.0019,297979799
1717058,Eastern redbud,Cercis,2.0,30,21 - 30 years,Semi-mature,Street,West Melbourne,-37.80949555,144.9445499,0.0001,297979799
1570744,Red Oak,Quercus,30.0,50,> 41 years,Mature,Street,Southbank,-37.82669969,144.9676429,0.0012,297979799
1068091,Lemon Scented Gum,Corymbia,32.0,40,31 - 40 years,Mature,Street,Melbourne,-37.81707573,144.9692063,0.0012,297979799
1068094,Cyprus Plane,Platanus,35.0,50,,Mature,Street,Melbourne,-37.81540984,144.9722509,0.0013,297979799
1068095,Cyprus Plane,Platanus,35.0,50,,Mature,Street,Melbourne,-37.8154769,144.97228,0.0013,297979799
1068097,Cyprus Plane,Platanus,35.0,50,,Mature,Street,Melbourne,-37.81556663,144.9723246,0.0013,297979799
1068127,Cyprus Plane,Platanus,10.0,30,21 - 30 years,Mature,Street,Melbourne,-37.8123616,144.9699354,0.0004,297979799
1068128,Cyprus Plane,Platanus,10.0,30,21 - 30 years,Mature,Street,Melbourne,-37.81240767,144.9697906,0.0004,297979799
1068130,Cyprus Plane,Platanus,35.0,30,21 - 30 years,Mature,Street,Melbourne,-37.81252171,144.9694079,0.0013,297979799
1070334,Spotted Gum,Corymbia,45.0,40,31 - 40 years,Mature,Street,West Melbourne,-37.81171161,144.95228,0.0017,297979799
1795249,Wilga,Geijera,20.0,40,31 - 40 years,Semi-mature,Park,Melbourne,-37.82682177,144.9838878,0.0008,297979799
1795250,Wilga,Geijera,20.0,40,31 - 40 years,Semi-mature,Park,Melbourne,-37.82677498,144.9838317,0.0008,297979799
1795253,Wilga,Geijera,20.0,40,31 - 40 years,Semi-mature,Park,Melbourne,-37.8267574,144.9834754,0.0008,297979799
1772077,Pau Ferro,Libidibia,20.0,50,> 41 years,Semi-mature,Street,Melbourne,-37.81504344,144.9567145,0.0008,297979799
1772078,Pau Ferro,Libidibia,20.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.81508242,144.9565899,0.0008,297979799
1749065,Camphor Laurel,Cinnamomum,25.0,30,21 - 30 years,Semi-mature,Street,East Melbourne,-37.81672105,144.9872563,0.001,297979799
1749069,Camphor Laurel,Cinnamomum,25.0,40,31 - 40 years,Semi-mature,Street,East Melbourne,-37.8166264,144.9863901,0.001,297979799
1749076,Camphor Laurel,Cinnamomum,25.0,40,31 - 40 years,Semi-mature,Street,East Melbourne,-37.81628555,144.9833594,0.001,297979799
1749104,Australian teak,Flindersia,20.0,50,,Semi-mature,Park,Melbourne,-37.82025501,144.9729382,0.0008,297979799
1749105,Australian teak,Flindersia,20.0,50,,Semi-mature,Park,Melbourne,-37.82030126,144.972927,0.0008,297979799
1749107,Chinaberry Tree,Melia,7.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.80203377,144.9620564,0.0003,297979799
1749108,Australian teak,Flindersia,30.0,20,11 - 20 years,Semi-mature,Park,Carlton North,-37.78482688,144.9630292,0.0012,297979799
1605900,European nettle tree,Celtis,20.0,50,> 41 years,Semi-mature,Park,Carlton,-37.80218818,144.9653819,0.0008,297979799
1605904,European nettle tree,Celtis,20.0,50,> 41 years,Semi-mature,Park,Carlton,-37.80257277,144.965322,0.0008,297979799
1605906,Bangalow Palm,Archontophoenix,18.0,40,31 - 40 years,Semi-mature,Park,East Melbourne,-37.81332528,144.9803767,0.0007,297979799
1570977,Judas Tree,Cercis,15.0,40,31 - 40 years,Mature,Street,Southbank,-37.82790367,144.9597118,0.0006,297979799
1286684,English Elm,Ulmus,15.0,50,> 41 years,Mature,Park,Melbourne,-37.82635869,144.9816476,0.0006,297979799
1286709,Japanese Zelkova,Zelkova,11.0,50,> 41 years,Mature,Street,Melbourne,-37.84809323,144.9833981,0.0004,297979799
1286744,Red Oak,Quercus,40.0,50,> 41 years,Mature,Street,Southbank,-37.82647028,144.9677183,0.0015,297979799
1286751,Lemon Scented Gum,Corymbia,35.0,40,31 - 40 years,Mature,Park,Melbourne,-37.82766396,144.9826358,0.0013,297979799
1817339,Red Flame Tree,Brachychiton,30.0,50,,Semi-mature,Street,Parkville,-37.77785768,144.9410371,0.0012,297979799
1817340,Red Flame Tree,Brachychiton,30.0,50,,Semi-mature,Street,Parkville,-37.77772925,144.9411688,0.0012,297979799
1817342,Red Flame Tree,Brachychiton,30.0,50,,Semi-mature,Street,Parkville,-37.77760861,144.9412936,0.0012,297979799
1795246,Camphor Laurel,Cinnamomum,25.0,50,,Semi-mature,Park,Carlton,-37.80144992,144.9605941,0.001,297979799
1570651,Red Box,Eucalyptus,35.0,40,31 - 40 years,Mature,Park,North Melbourne,-37.79827627,144.9417252,0.0013,297979799
1570973,Firewheel Tree,Stenocarpus,14.0,40,31 - 40 years,Mature,Street,Melbourne,-37.80717281,144.962614,0.0005,297979799
1518973,English Elm,Ulmus,30.0,50,> 41 years,Mature,Park,East Melbourne,-37.81424001,144.97526,0.0012,297979799
1288030,Spotted Gum,Corymbia,30.0,50,,Mature,Park,East Melbourne,-37.81714885,144.9880716,0.0012,297979799
1288205,Lemon Scented Gum,Corymbia,30.0,40,31 - 40 years,Mature,Park,East Melbourne,-37.81747231,144.9889107,0.0012,297979799
1288206,Spotted Gum,Corymbia,30.0,30,21 - 30 years,Mature,Park,East Melbourne,-37.8174285,144.9889989,0.0012,297979799
1288209,Spotted Gum,Corymbia,30.0,30,21 - 30 years,Mature,Park,East Melbourne,-37.81748517,144.9893364,0.0012,297979799
1288210,Spotted Gum,Corymbia,30.0,30,21 - 30 years,Mature,Park,East Melbourne,-37.8175471,144.9895394,0.0012,297979799
1288211,Spotted Gum,Corymbia,30.0,50,> 41 years,Mature,Park,East Melbourne,-37.81710449,144.98965,0.0012,297979799
1285898,Oriental Plane,Platanus,35.0,50,,Mature,Street,Melbourne,-37.80732323,144.9593371,0.0013,297979799
1285899,Oriental Plane,Platanus,35.0,50,> 41 years,Mature,Street,Melbourne,-37.8072761,144.9594619,0.0013,297979799
1285900,Cyprus Plane,Platanus,8.0,50,> 41 years,Mature,Street,West Melbourne,-37.80657451,144.9455198,0.0003,297979799
1286604,English Elm,Ulmus,15.0,40,31 - 40 years,Mature,Street,Carlton,-37.7980089,144.9645312,0.0006,297979799
1286639,English Elm,Ulmus,20.0,40,31 - 40 years,Mature,Street,Parkville,-37.80003482,144.9639085,0.0008,297979799
1286643,English Elm,Ulmus,25.0,40,31 - 40 years,Mature,Street,Parkville,-37.79953919,144.963983,0.001,297979799
1286667,Freeman Maple,Acer,90.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.80278009,144.9567305,0.0035,297979799
1286723,Freeman Maple,Acer,20.0,30,21 - 30 years,Mature,Street,North Melbourne,-37.80462673,144.956008,0.0008,297979799
1286730,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.77901173,144.9467654,0.0008,297979799
1286765,Freeman Maple,Acer,14.0,20,11 - 20 years,Mature,Street,North Melbourne,-37.80324981,144.9566518,0.0005,297979799
1817569,River red gum,Eucalyptus,20.0,50,,Semi-mature,Park,Parkville,-37.79174282,144.9569827,0.0008,297979799
1817600,European nettle tree,Celtis,20.0,40,31 - 40 years,Semi-mature,Street,Docklands,-37.81450972,144.9463566,0.0008,297979799
1794806,Wilga,Geijera,20.0,40,31 - 40 years,Semi-mature,Street,Port Melbourne,-37.82097199,144.9195925,0.0008,297979799
1794807,Wilga,Geijera,20.0,40,31 - 40 years,Semi-mature,Street,Port Melbourne,-37.82101364,144.9192972,0.0008,297979799
1795055,Manna Gum,Eucalyptus,10.0,50,> 41 years,Semi-mature,Street,North Melbourne,-37.80117036,144.9447999,0.0004,297979799
1605257,Algerian Oak,Quercus,12.0,40,31 - 40 years,Semi-mature,Park,Docklands,-37.8202636,144.9408289,0.0005,297979799
1570966,Cyprus Plane,Platanus,45.0,30,21 - 30 years,Mature,Street,Carlton,-37.80486535,144.9735654,0.0017,297979799
1570969,Cyprus Plane,Platanus,32.0,30,21 - 30 years,Mature,Street,Carlton,-37.8036147,144.9737976,0.0012,297979799
